No,物件種目,所在地,建物名/部屋番号,公開日,登録価格（万円）,坪単価（万円）,交通,土地面積（㎡）,土地権利,建ぺい率,容積率,用途地域,私道面積,私道持分,築年月,建物構造,物件構造,階建/階,取引態様,利回り,保証金,広告転載,条件等,登録会員,TEL,lat,lng
112,売地,浜松市中央区北島町８４９－１,-,2026/05/16,6400,19.91,東海道本線 天竜川 徒歩26分,1063.0,所有権,60,-,工業地域,-,-,-,-,-,-,一般,-,-,転載不可,相談,遠州鉄道(株) 事業用不動産流通グループ,053-488-8811,34.7310076,137.7822553
113,売地,浜松市中央区北島町,-,2026/05/15,91,19.91,-,1063.0,所有権,60,-,工業地域,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7310076,137.7822553
114,売地,浜松市中央区貴平町565,-,2026/05/29,33776600,9.99,バス停 ＪＡ東・中央営農センター 停歩4分,1245.0,所有権,60,-,取引態様,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)旭ビジョン,053-458-1355,34.7561144,137.7958252
115,売地,浜松市中央区国吉町1283,-,2026/04/20,680,5.39,東海道本線 天竜川 徒歩24分,417.13,所有権,70,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,更地渡し,(株)東洋エージェンシー,053-421-0700,34.7217957,137.8007606
116,売地,浜松市中央区国吉町１２０６,-,2026/04/23,-,4,-,987.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7217957,137.8007606
117,売地,浜松市中央区倉松町1515-1,-,2026/04/16,38,4.38,徒歩歩1166分,453.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター湖西店,053-576-6401,34.6807651,137.6844973
118,売地,浜松市中央区倉松町９１８番１、９１９番１,-,2026/05/11,644,5,東海道本線 高塚 徒歩32分,426.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.6765846,137.6942433
119,売地,浜松市中央区倉松町,-,2026/05/07,61,5.61,-,383.34,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,(株)マストレ,053-448-5656,34.6756762,137.6922884
120,売地,浜松市中央区倉松町234番Ａ,-,2026/05/28,700,6.42,東海道本線 高塚 徒歩27分,360.62,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.6756762,137.6922884
121,売地,浜松市中央区呉松町,-,2026/05/30,15,-,-,342.06,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,(株)マストレ 高林支店,053-472-5656,34.7732281,137.6332155
122,売地,浜松市中央区呉松町2868番1 外2筆,-,2026/04/09,11993311,10,バス停 動物園 停歩20分,638.64,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.7732281,137.6332155
123,売地,浜松市中央区小池町2780，2781，2782,-,2026/06/01,1193,9.01,徒歩11分,438.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,(有)金原物産,0538-24-7024,34.7484403,137.7563588
124,売地,浜松市中央区小池町,-,2026/06/03,1330,10.14,徒歩8分,434.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7484403,137.7563588
125,売地,浜松市中央区小池町,-,2026/05/07,17,-,-,439.28,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,(株)マストレ 高林支店,053-472-5656,34.7484403,137.7563588
126,売地,浜松市中央区小池町1904,-,2026/03/31,4198,40,徒歩5分,347.0,所有権,60,-,準工業,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,曳馬土地開発(株),053-463-2161,34.7484403,137.7563588
127,売地,浜松市中央区御給町180,-,2026/05/23,22334455,5,バス停 御給 停歩4分,1551.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)山崎不動産,053-463-8713,34.675999,137.7693054
128,売地,浜松市中央区小沢渡町1198,-,2026/05/28,88,5,-,427.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.6789181,137.6812072
129,売地,浜松市中央区湖東町2808-1,-,2026/05/14,449900,4.36,バス停 遠鉄バス停 湖東団地東 停歩3分,371.98,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,第一伊藤建設(株),053-457-1181,34.7621033,137.6826919
130,売地,浜松市中央区湖東町２７２６－３,-,2026/05/08,995500,4.1,バス停 大平西 停歩2分,766.39,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,遠州鉄道(株) 事業用不動産流通グループ,053-488-8811,34.7686902,137.6799184
131,売地,浜松市中央区古人見町,-,2026/05/25,-,5,-,443.7,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,更地渡し,(株)マストレ,053-448-5656,34.7256898,137.6282957
132,売地,浜松市中央区古人見町1570-12,-,2026/04/24,668800,3.64,バス停 湖人見団地 停歩5分,619.23,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)Paddle,053-482-7733,34.731336,137.6417391
133,売地,浜松市中央区古人見町689,-,2026/04/26,11115500,11.21,-,339.33,所有権,70,-,無指定,-,-,-,-,-,-,売主,-,-,転載不可,更地渡し,しずなび(株) 浜松駅南店,053-453-3731,34.728991,137.6330044
134,売地,浜松市中央区古人見町1181,-,2026/05/15,2300,2.21,-,3442.0,所有権,-,-,取引態様,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,石川瓦工業(有) 不動産部,053-485-1707,34.7256898,137.6282957
135,売地,"浜松市中央区古人見町1648-15,2354-3",-,2026/04/20,15000,6.61,-,7510.15,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)リンク,053-424-5000,34.7325355,137.6416428
136,売地,浜松市中央区材木町29番の一部,-,2026/06/01,850,7.09,東海道本線 天竜川 徒歩19分,396.5,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7169909,137.792124
137,売地,浜松市中央区材木町29番の一部,-,2026/06/01,1000,8.34,東海道本線 天竜川 徒歩20分,396.5,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7169909,137.792124
138,売地,浜松市中央区材木町468,-,2026/04/23,2980,13.41,東海道本線 天竜川 徒歩22分,735.0,所有権,60,-,工業地域,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,エヌ・ワイ・エフ(株),053-522-7207,34.7169909,137.792124
139,売地,浜松市中央区材木町345,-,2026/03/31,5600,13.32,東海道本線 天竜川 徒歩17分,1390.54,所有権,60,-,工業地域,-,-,-,-,-,-,一般,-,-,転載不可,更地渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.7169264,137.7897577
140,売地,浜松市中央区幸２丁目285-3,-,2026/05/29,1500,7.58,徒歩18分,655.0,所有権,60,-,1種中高,-,-,-,-,-,-,専任,-,-,要確認,現況渡し,水嶋宅建(株),053-433-7660,34.7382584,137.731091
141,売地,浜松市中央区幸２丁目260-137、260-138,-,2026/06/03,1998,31.16,徒歩17分,459.06,所有権,40,-,1種住居,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,REコンサルタント静岡(株),053-489-6088,34.7382584,137.731091
142,売地,浜松市中央区篠ケ瀬町,-,2026/05/21,2900,27.87,東海道本線 天竜川 徒歩25分,344.1,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,相談,U2JAPAN(株) 浜松店,053-401-0875,34.7278635,137.774855
143,売地,浜松市中央区佐鳴台６丁目３－１８他,-,2026/04/03,5533000000,17.19,バス停 ホワイトストリート 停歩3分,10195.13,所有権,30,-,1種低層,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)丸八アセットマネージメント 売買資産活用部,053-450-8008,34.7102887,137.6949808
144,売地,浜松市中央区佐浜町3920-3他,-,2026/04/30,10287,8.01,-,4251.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,相談,ホームパートナー(株),053-525-0755,34.7468483,137.640596
145,売地,浜松市中央区参野町59-1,-,2026/05/28,72,33.72,-,1314.0,所有権,60,-,1種住居,-,-,-,-,-,-,売主,-,-,転載不可,現況渡し,(株)五興不動産開発,053-413-2625,34.6923863,137.7569752
146,売地,浜松市中央区三新町字中通297番1・298番,-,2026/04/24,38,4.38,-,417.48,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)リサイクルクリーン 天竜不動産,053-926-2511,34.6654208,137.7859558
147,売地,浜松市中央区三和町,-,2026/05/25,1063,5,東海道本線 天竜川 徒歩30分,703.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)AFCスマイルプラス Smife浜松西支店,053-449-7111,34.7065131,137.7674557
148,売地,浜松市中央区三和町539,-,2026/05/17,1063,5,東海道本線 天竜川 徒歩24分,703.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載可,現況渡し,みき不動産(株),053-581-9266,34.7065131,137.7674557
149,売地,浜松市中央区三和町５３９,-,2026/05/16,11006633,5,バス停 三和町（静岡県） 停歩7分,703.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,遠州鉄道(株) 事業用不動産流通グループ,053-488-8811,34.7065131,137.7674557
150,売地,浜松市中央区三和町,-,2026/05/27,-,10,-,362.0,所有権,70,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,相談,(株)マストレ,053-448-5656,34.7065131,137.7674557
151,売地,浜松市中央区三和町397,-,2026/05/09,2700,18.15,東海道本線 天竜川 徒歩29分,492.0,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,しずなび(株) 浜松東店,053-467-6700,34.7065131,137.7674557
152,売地,浜松市中央区鹿谷町２４２－３８、２４８－４,-,2026/05/24,22000000,10.91,バス停 Ｕホール 停歩4分,606.03,所有権,60,-,2種住居,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)アライブ 企画営業部,053-476-7112,34.7158665,137.7212337
153,売地,浜松市中央区鹿谷町12-17,-,2026/05/25,83,32.83,-,350.5,所有権,60,-,2種住居,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,(株)グッド不動産売買,053-488-9440,34.7159699,137.7242036
154,売地,浜松市中央区蜆塚１丁目,-,2026/05/09,82,9.82,-,566.09,所有権,60,-,1種中高,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7121954,137.71261
155,売地,浜松市中央区蜆塚１丁目,-,2026/05/07,18,-,-,469.62,所有権,60,-,1種中高,-,-,-,-,-,-,売主,-,-,転載不可,現況渡し,積水ハウス不動産(株) 浜松営業所,053-456-2103,34.7121954,137.71261
156,売地,浜松市中央区篠原町22598-1,-,2026/04/03,98,6.98,-,451.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,クリエイト・ジャパン浜松西(株),053-447-7941,34.6858129,137.6708537
157,売地,浜松市中央区篠原町,-,2026/05/12,-,12,-,708.55,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ企画営業所,053-401-3456,34.6858129,137.6708537
158,売地,浜松市中央区篠原町,-,2026/06/01,1,-,-,708.0,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,U2JAPAN(株) 浜松店,053-401-0875,34.6858129,137.6708537
159,売地,浜松市中央区四本松町352,-,2026/05/21,-,16,-,494.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載可,現況渡し,RBS(有),053-443-8578,34.6815331,137.7651244
160,売地,浜松市中央区下石田町73番1,-,2026/05/07,555500,5.24,バス停 遠鉄バス 上石田西 停歩9分,347.43,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,コイケ総建(株),053-422-3003,34.7388826,137.7847223
161,売地,浜松市中央区下石田町1315,-,2026/04/01,555500,5.37,バス停 下石田南 停歩9分,339.0,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,要確認,現況渡し,丸八不動産(株),053-455-0808,34.7388826,137.7847223
162,売地,浜松市中央区下江町,-,2026/05/23,778833,7,バス停 下江町 停歩5分,370.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)山崎不動産,053-463-8713,34.6799378,137.7705386
163,売地,浜松市中央区下江町492・493,-,2026/05/28,778833,7,バス停 下江町前 停歩6分,370.0,所有権,60,-,取引態様,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.6799378,137.7705386
164,売地,浜松市中央区下江町,-,2026/05/23,991199,8,バス停 南陽公民館 停歩4分,380.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)山崎不動産,053-463-8713,34.6799378,137.7705386
165,売地,浜松市中央区常光町168-1,-,2026/04/02,1014,7,-,479.0,所有権,-,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)竹林不動産,053-433-4451,34.751204,137.8056964
166,売地,浜松市中央区常光町277,-,2026/04/02,1300,3.57,東海道本線 浜松 徒歩38分,460.05,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,(株)竹林不動産,053-433-4451,34.7549666,137.8046476
167,売地,浜松市中央区白羽町419の一部,-,2026/04/30,445500,4.51,バス停 遠鉄バス・大畑バス停 停歩7分,339.06,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,アースデイ不動産,053-441-2103,34.6808954,137.7366365
168,売地,浜松市中央区白羽町775,-,2026/05/21,11220000,11.88,バス停 貝まぐり 停歩5分,334.0,所有権,60,-,-,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)クレイドル,053-424-9966,34.6808954,137.7366365
169,売地,浜松市中央区白羽町,-,2026/06/01,11334400,8.86,バス停 貝まぐり 停歩7分,500.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,相談,あららぎ不動産(株),053-464-5557,34.6808954,137.7366365
170,売地,浜松市中央区白羽町2424,-,2026/06/01,1423,8.01,-,588.0,所有権,60,-,2種中高,-,-,-,-,-,-,専任,-,-,要確認,更地渡し,(株)リデコ,053-488-4537,34.6808954,137.7366365
171,売地,浜松市中央区白羽町38-1,-,2026/06/02,1680,12.18,ＪＲ東海道新幹線 浜松 徒歩31分,456.07,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,相談,(株)アランアール,053-488-5590,34.683511,137.7400031
172,売地,浜松市中央区積志町,-,2026/05/14,290,2.44,徒歩9分,394.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7679446,137.7674557
173,売地,浜松市中央区積志町,-,2026/05/11,298,2,徒歩11分,493.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(有)大西屋,053-585-3401,34.7679446,137.7674557
174,売地,"浜松市中央区積志町1285,1286の一部",-,2026/05/22,445,3,徒歩9分,490.8,所有権,-,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,相談,アイエス宅建,053-434-6810,34.7679446,137.7674557
175,売地,浜松市中央区積志町766番外1筆の一部,-,2026/03/30,722,6.5,徒歩5分,367.5,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.7679446,137.7674557
176,売地,浜松市中央区積志町,-,2026/05/14,750,6.01,徒歩8分,413.11,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ,053-448-5656,34.7679446,137.7674557
177,売地,浜松市中央区積志町972-1の一部、972-2の一部,-,2026/03/30,780,5.17,徒歩9分,499.0,所有権,60,-,無指定,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.7679446,137.7674557
178,売地,浜松市中央区積志町766番外1筆の一部,-,2026/04/23,793,6.5,徒歩5分,403.5,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.7679446,137.7674557
179,売地,浜松市中央区積志町9-2,-,2026/03/30,1054,9.01,徒歩9分,387.0,所有権,60,-,無指定,-,-,-,-,-,-,専属専任,-,-,転載不可,更地渡し,アイエス宅建,053-434-6810,34.7679446,137.7674557
180,売地,浜松市中央区積志町766番外1筆,-,2026/03/30,1966,5.51,徒歩5分,1182.0,所有権,60,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,アイエス宅建,053-434-6810,34.7679446,137.7674557
181,売地,浜松市中央区増楽町745-1,-,2026/05/12,2150,18.69,東海道本線 高塚 徒歩12分,380.36,所有権,60,-,1種住居,-,-,-,-,-,-,媒介,-,-,転載可,更地渡し,ユウナンエイト(株),053-401-9723,34.6874956,137.6879769
182,売地,浜松市中央区増楽町1546,-,2026/05/21,2200,19.92,東海道本線 高塚 徒歩21分,365.1,所有権,60,-,1種住居,-,-,-,-,-,-,媒介,-,-,要確認,更地渡し,(株)丸玉,053-421-7360,34.6931506,137.6947094
183,売地,浜松市中央区高丘北１丁目151-9,-,2026/06/02,-,40,-,345.42,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)アランアール,053-488-5590,34.763228,137.7082987
184,売地,浜松市中央区高丘北１丁目51,-,2026/05/26,4179,40,-,345.42,所有権,60,-,1種住居,-,-,-,-,-,-,売主,-,-,要確認,現況渡し,遠州建設(株),053-445-6288,34.7633322,137.7103773
185,売地,浜松市中央区高丘北１丁目,-,2026/05/12,-,40,-,345.42,所有権,60,-,1種住居,-,-,-,-,-,-,一般,-,-,要確認,現況渡し,(株)マストレ企画営業所,053-401-3456,34.763228,137.7082987
186,売地,"浜松市中央区高塚町1561,1574",-,2026/05/08,2630,7.01,東海道本線 高塚 徒歩11分,1241.0,所有権,60,-,-,-,-,-,-,-,-,専任,-,-,転載不可,現況渡し,(株)マルショウ企画,053-447-1115,34.6896781,137.6824383
187,売地,浜松市中央区立野町219番1内（西側）219番2内,-,2026/05/11,662277,5,バス停 立野 停歩2分,415.0,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.6851624,137.7737592
188,売地,浜松市中央区立野町３３６番一部,-,2026/03/23,668800,5.36,バス停 立野 停歩3分,419.86,所有権,60,-,-,-,-,-,-,-,-,媒介,-,-,転載不可,現況渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.6868933,137.774855
189,売地,浜松市中央区立野町215-1,-,2026/05/28,11110000,7.33,バス停 立野 停歩1分,496.67,所有権,60,-,無指定,-,-,-,-,-,-,媒介,-,-,転載不可,更地渡し,とぴあ浜松農業協同組合不動産センター有玉店,053-476-3152,34.6856664,137.773795
190,売地,浜松市中央区立野町大門西２６０,-,2026/04/12,11446666,13,バス停 立野 停歩3分,373.0,所有権,70,-,無指定,-,-,-,-,-,-,一般,-,-,転載不可,現況渡し,(株)不動産のおかもと,053-443-2000,34.6868933,137.774855
